SID, PID ,SubClass,LotArea,LandContour,Utilities,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodel,BsmtQual,BsmtCond,TotalBsmtSF,Heating,CentralAir,Electrical,FirstFlrSF,SecondFlrSF,GrLivArea,GarageCars,GarageArea,YrSold,SaleType, SalePrice , living_area,total_area_,ratio_living_to_totalLivingToTotal,ratio_lot_to_living,prie_per_leaving_sf,price_per_total_sf
748,"$903,400,220.00 ",75,11888,Bnk,AllPub,BrkSide,1Fam,2.5Unf,6,6,1916,1994,TA,TA,844,GasA,N,FuseA,1445,689,2134,2,441,2009,WD ,"214,500","2,134","2,978",0.716588314,5.57,$100.52 ,$72.03 
749,"$903,425,245.00 ",70,11414,Lvl,AllPub,BrkSide,1Fam,2Story,7,8,1910,1993,Gd,TA,728,GasA,N,SBrkr,1136,883,2019,2,532,2009,WD ,"167,500","2,019","2,747",0.734983618,5.65,$82.96 ,$60.98 
762,"$904,100,190.00 ",20,4280,Lvl,AllPub,Sawyer,1Fam,1Story,4,9,1946,2001,Fa,TA,560,GasA,Y,FuseA,704,0,704,1,220,2009,WD ,"88,750",704,"1,264",0.556962025,6.08,$126.07 ,$70.21 
765,"$904,301,100.00 ",90,10547,Lvl,AllPub,Edwards,Duplex,SFoyer,5,5,1978,1978,Gd,Gd,1152,GasA,Y,SBrkr,1152,0,1152,1,252,2009,WD ,"159,900","1,152","2,304",0.5,9.16,$138.80 ,$69.40 
766,"$904,301,375.00 ",30,10020,Low,AllPub,Edwards,1Fam,1Story,1,1,1922,1950,Fa,Po,683,GasA,N,FuseA,904,0,904,0,0,2009,WD ,"61,000",904,"1,587",0.569628229,11.08,$67.48 ,$38.44 
768,"$904,351,240.00 ",50,9780,Lvl,AllPub,Edwards,1Fam,1.5Fin,5,3,1934,1950,TA,TA,585,GasA,N,FuseA,687,425,1112,1,226,2009,WD ,"63,000","1,112","1,697",0.655274013,8.79,$56.65 ,$37.12 
769,"$905,101,260.00 ",80,12886,Lvl,AllPub,Sawyer,1Fam,SLvl,5,6,1963,1999,Gd,TA,520,GasA,Y,SBrkr,1464,0,1464,2,480,2009,WD ,"175,000","1,464","1,984",0.737903226,8.8,$119.54 ,$88.21 
770,"$905,101,490.00 ",20,8816,Lvl,AllPub,Sawyer,1Fam,1Story,5,6,1963,1963,TA,TA,1121,GasA,Y,SBrkr,1121,0,1121,2,480,2009,WD ,"139,000","1,121","2,242",0.5,7.86,$124.00 ,$62.00 
771,"$905,103,040.00 ",60,11184,Lvl,AllPub,Sawyer,1Fam,2Story,6,5,1978,1978,TA,TA,918,GasA,Y,SBrkr,918,765,1683,2,440,2009,WD ,"172,500","1,683","2,601",0.647058824,6.65,$102.50 ,$66.32 
773,"$905,105,190.00 ",20,7800,Lvl,AllPub,Sawyer,1Fam,1Story,5,7,1967,2004,TA,TA,864,GasA,Y,SBrkr,899,0,899,1,288,2009,WD ,"130,000",899,"1,763",0.509926262,8.68,$144.61 ,$73.74 
774,"$905,107,310.00 ",85,8014,Lvl,AllPub,Sawyer,1Fam,SFoyer,6,5,1978,1978,Gd,TA,456,GasA,Y,SBrkr,1034,0,1034,2,504,2009,WD ,"149,900","1,034","1,490",0.693959732,7.75,$144.97 ,$100.60 
775,"$905,108,190.00 ",85,7252,Lvl,AllPub,Sawyer,1Fam,SFoyer,5,5,1982,1982,Gd,TA,858,GasA,Y,SBrkr,858,0,858,2,576,2009,WD ,"134,900",858,"1,716",0.5,8.45,$157.23 ,$78.61 
776,"$905,108,220.00 ",85,8740,Lvl,AllPub,Sawyer,1Fam,SFoyer,5,6,1982,1982,TA,TA,840,GasA,Y,SBrkr,860,0,860,2,528,2009,WD ,"137,000",860,"1,700",0.505882353,10.16,$159.30 ,$80.59 
777,"$905,200,220.00 ",20,11616,Lvl,AllPub,Sawyer,1Fam,1Story,5,5,1962,1962,TA,TA,1092,GasA,Y,SBrkr,1092,0,1092,1,288,2009,WD ,"139,000","1,092","2,184",0.5,10.64,$127.29 ,$63.64 
778,"$905,200,260.00 ",80,15400,Lvl,AllPub,Sawyer,1Fam,SLvl,5,5,1961,1961,TA,Gd,552,GasA,Y,SBrkr,904,611,1774,1,384,2009,WD ,"165,000","1,515","2,067",0.732946299,10.17,$108.91 ,$79.83 
779,"$905,200,350.00 ",80,15312,Lvl,AllPub,Sawyer,1Fam,SLvl,6,5,1960,1960,TA,TA,1138,GasA,Y,SBrkr,1138,0,1138,2,480,2009,COD,"148,000","1,138","2,276",0.5,13.46,$130.05 ,$65.03 
780,"$905,225,090.00 ",80,15584,Lvl,AllPub,ClearCr,1Fam,SLvl,5,5,1956,1956,TA,TA,825,GasA,Y,SBrkr,2071,0,2071,1,336,2009,WD ,"165,000","2,071","2,896",0.715124309,7.52,$79.67 ,$56.98 
781,"$905,228,050.00 ",20,9000,Lvl,AllPub,Sawyer,1Fam,1Story,2,2,1947,1950,NA,NA,0,GasA,N,SBrkr,660,0,660,0,0,2009,WD ,"63,900",660,660,1,13.64,$96.82 ,$96.82 
782,"$905,229,040.00 ",50,11250,Lvl,AllPub,ClearCr,1Fam,1.5Fin,4,5,1957,1989,TA,TA,1104,GasA,Y,FuseA,1104,684,1788,1,304,2009,WD ,"161,500","1,788","2,892",0.618257261,6.29,$90.32 ,$55.84 
784,"$905,377,010.00 ",20,17140,Lvl,AllPub,Edwards,1Fam,1Story,4,6,1956,1956,TA,TA,1134,GasA,Y,FuseA,1229,0,1229,1,284,2009,WD ,"135,000","1,229","2,363",0.520101566,13.95,$109.85 ,$57.13 
785,"$905,377,130.00 ",30,12342,Lvl,AllPub,Edwards,1Fam,1Story,4,5,1940,1950,TA,TA,861,GasA,Y,SBrkr,861,0,861,2,539,2009,WD ,"82,500",861,"1,722",0.5,14.33,$95.82 ,$47.91 
786,"$905,401,100.00 ",20,10708,Lvl,AllPub,ClearCr,1Fam,1Story,5,5,1955,1993,TA,TA,1617,GasA,Y,FuseA,1867,0,1867,1,303,2009,COD,"190,000","1,867","3,484",0.535878301,5.74,$101.77 ,$54.54 
787,"$905,402,060.00 ",20,13680,Lvl,AllPub,Edwards,1Fam,1Story,3,5,1955,1955,NA,NA,0,GasA,Y,FuseA,1733,0,1733,2,452,2009,WD ,"139,600","1,733","1,733",1,7.89,$80.55 ,$80.55 
788,"$905,402,070.00 ",20,15635,Lvl,AllPub,Edwards,1Fam,1Story,4,5,1954,1954,NA,NA,0,GasA,Y,SBrkr,1383,0,1383,2,498,2009,WD ,"122,000","1,383","1,383",1,11.31,$88.21 ,$88.21 
789,"$905,450,020.00 ",20,9855,Lvl,AllPub,Edwards,1Fam,1Story,6,5,1956,1956,TA,TA,1436,GasA,Y,SBrkr,1689,0,1689,2,480,2009,COD,"127,500","1,689","3,125",0.54048,5.83,$75.49 ,$40.80 
790,"$905,451,300.00 ",20,9571,Lvl,AllPub,Edwards,1Fam,1Story,5,5,1956,1956,TA,TA,1073,GasA,Y,FuseA,1073,0,1073,1,340,2009,WD ,"121,500","1,073","2,146",0.5,8.92,$113.23 ,$56.62 
792,"$905,452,040.00 ",60,9350,Bnk,AllPub,Edwards,1Fam,2Story,6,7,1946,1950,TA,TA,747,GasA,Y,SBrkr,892,747,1639,1,240,2009,WD ,"154,400","1,639","2,386",0.686923722,5.7,$94.20 ,$64.71 
793,"$905,452,050.00 ",30,9340,Lvl,AllPub,Edwards,1Fam,1Story,4,6,1941,1950,TA,TA,672,GasA,Y,SBrkr,672,0,672,1,234,2009,WD ,"113,000",672,"1,344",0.5,13.9,$168.15 ,$84.08 
794,"$905,475,160.00 ",20,7440,Lvl,AllPub,Edwards,1Fam,1Story,5,6,1954,1954,Gd,TA,1089,GasW,Y,SBrkr,1089,0,1089,1,252,2009,WD ,"125,000","1,089","2,178",0.5,6.83,$114.78 ,$57.39 
795,"$905,475,500.00 ",20,11500,Lvl,AllPub,Edwards,1Fam,1Story,4,3,1957,1957,NA,NA,0,GasA,N,SBrkr,845,0,845,1,290,2009,WD ,"84,000",845,845,1,13.61,$99.41 ,$99.41 
796,"$905,476,230.00 ",120,4235,Lvl,AllPub,Edwards,TwnhsE,1Story,5,5,1984,1984,Gd,TA,1049,GasA,Y,SBrkr,1049,0,1049,1,266,2009,WD ,"139,500","1,049","2,098",0.5,4.04,$132.98 ,$66.49 
797,"$905,478,030.00 ",50,11409,Lvl,AllPub,Edwards,1Fam,1.5Fin,5,4,1949,2008,TA,TA,768,GasA,Y,SBrkr,1148,568,1716,1,281,2009,WD ,"131,000","1,716","2,484",0.690821256,6.65,$76.34 ,$52.74 
798,"$905,480,030.00 ",50,9060,Lvl,AllPub,Edwards,1Fam,1.5Fin,6,5,1939,1950,TA,TA,560,GasA,Y,SBrkr,698,560,1258,1,280,2009,WD ,"105,000","1,258","1,818",0.691969197,7.2,$83.47 ,$57.76 
799,"$905,480,210.00 ",70,9084,Lvl,AllPub,Edwards,1Fam,2Story,4,5,1940,1950,TA,TA,755,GasA,Y,SBrkr,755,755,1510,1,296,2009,WD ,"108,000","1,510","2,265",0.666666667,6.02,$71.52 ,$47.68 
800,"$906,201,021.00 ",80,10778,Lvl,AllPub,SawyerW,1Fam,SLvl,7,6,1990,1991,Gd,TA,1054,GasA,Y,SBrkr,1061,0,1061,2,462,2009,WD ,"162,000","1,061","2,115",0.501654846,10.16,$152.69 ,$76.60 
801,"$906,201,050.00 ",80,19255,Lvl,AllPub,SawyerW,1Fam,SLvl,6,5,1983,1983,Gd,TA,520,GasA,Y,SBrkr,1338,0,1338,2,576,2009,WD ,"156,500","1,338","1,858",0.720129171,14.39,$116.97 ,$84.23 
802,"$906,201,130.00 ",50,12327,Low,AllPub,SawyerW,1Fam,1.5Fin,8,8,1983,2009,Gd,TA,1496,GasA,Y,SBrkr,1496,636,2132,2,612,2009,WD ,"316,600","2,132","3,628",0.587651599,5.78,$148.50 ,$87.27 
803,"$906,203,120.00 ",20,14684,Lvl,AllPub,SawyerW,1Fam,1Story,7,7,1990,1991,Gd,TA,2158,GasA,Y,SBrkr,2196,0,2196,3,701,2009,WD ,"271,900","2,196","4,354",0.504363803,6.69,$123.82 ,$62.45 
804,"$906,223,060.00 ",60,9317,Lvl,AllPub,SawyerW,1Fam,2Story,7,5,1993,1993,Gd,TA,740,GasA,Y,SBrkr,1006,769,1775,2,425,2009,WD ,"213,000","1,775","2,515",0.705765408,5.25,$120.00 ,$84.69 
805,"$906,223,080.00 ",60,10560,Lvl,AllPub,SawyerW,1Fam,2Story,7,5,1993,1994,Gd,Gd,1079,GasA,Y,SBrkr,1079,800,1879,2,473,2009,WD ,"239,900","1,879","2,958",0.635226504,5.62,$127.67 ,$81.10 
806,"$906,223,210.00 ",60,9828,Lvl,AllPub,SawyerW,1Fam,2Story,8,5,1995,1995,Gd,TA,1128,GasA,Y,SBrkr,1142,878,2020,2,466,2009,WD ,"239,500","2,020","3,148",0.641677255,4.87,$118.56 ,$76.08 
807,"$906,226,060.00 ",70,26400,Bnk,AllPub,SawyerW,1Fam,2Story,5,7,1880,2007,NA,NA,0,GasA,Y,SBrkr,1288,728,2016,2,576,2009,WD ,"131,000","2,016","2,016",1,13.1,$64.98 ,$64.98 
816,"$906,230,010.00 ",90,11855,Lvl,AllPub,SawyerW,Duplex,2Story,7,5,2000,2000,Ex,TA,1168,GasA,Y,SBrkr,1168,1619,2787,4,820,2009,WD ,"269,500","2,787","3,955",0.704677623,4.25,$96.70 ,$68.14 
817,"$906,230,020.00 ",90,7939,Lvl,AllPub,SawyerW,Duplex,2Story,7,5,2000,2000,Ex,TA,1168,GasA,Y,SBrkr,1168,1619,2787,4,820,2009,WD ,"269,500","2,787","3,955",0.704677623,2.85,$96.70 ,$68.14 
818,"$906,230,030.00 ",90,7976,Lvl,AllPub,SawyerW,Duplex,2Story,7,5,2000,2000,Ex,TA,1168,GasA,Y,SBrkr,1168,1619,2787,4,820,2009,WD ,"269,500","2,787","3,955",0.704677623,2.86,$96.70 ,$68.14 
820,"$906,340,110.00 ",20,10637,Lvl,AllPub,CollgCr,1Fam,1Story,8,5,2007,2008,Ex,TA,1705,GasA,Y,SBrkr,1718,0,1718,3,826,2009,WD ,"297,000","1,718","3,423",0.501898919,6.19,$172.88 ,$86.77 
821,"$906,340,120.00 ",20,10226,Lvl,AllPub,CollgCr,1Fam,1Story,8,5,2008,2008,Ex,TA,1622,GasA,Y,SBrkr,1630,0,1630,3,860,2009,WD ,"295,493","1,630","3,252",0.501230012,6.27,$181.28 ,$90.87 
822,"$906,340,130.00 ",20,10816,Lvl,AllPub,CollgCr,1Fam,1Story,9,5,2008,2008,Ex,TA,1720,GasA,Y,SBrkr,1720,0,1720,3,846,2009,WD ,"332,000","1,720","3,440",0.5,6.29,$193.02 ,$96.51 
823,"$906,378,110.00 ",20,9178,Lvl,AllPub,CollgCr,1Fam,1Story,8,5,2008,2008,Gd,TA,1468,GasA,Y,SBrkr,1468,0,1468,3,904,2009,WD ,"239,900","1,468","2,936",0.5,6.25,$163.42 ,$81.71 
824,"$906,380,050.00 ",60,10769,Lvl,AllPub,CollgCr,1Fam,2Story,8,5,2007,2007,Gd,TA,866,GasA,Y,SBrkr,866,902,1768,2,578,2009,WD ,"212,000","1,768","2,634",0.671222475,6.09,$119.91 ,$80.49 
825,"$906,380,060.00 ",20,11422,Lvl,AllPub,CollgCr,1Fam,1Story,8,5,2007,2008,Ex,TA,1838,GasA,Y,SBrkr,1838,0,1838,2,524,2009,WD ,"272,500","1,838","3,676",0.5,6.21,$148.26 ,$74.13 
826,"$906,380,100.00 ",20,11923,Lvl,AllPub,CollgCr,1Fam,1Story,9,5,2007,2007,Ex,TA,1800,GasA,Y,SBrkr,1800,0,1800,2,702,2009,WD ,"239,000","1,800","3,600",0.5,6.62,$132.78 ,$66.39 
828,"$906,380,210.00 ",20,6762,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,2007,2007,Gd,TA,1282,GasA,Y,SBrkr,1290,0,1290,2,662,2009,WD ,"200,000","1,290","2,572",0.50155521,5.24,$155.04 ,$77.76 
829,"$906,380,220.00 ",20,10324,Lvl,AllPub,CollgCr,1Fam,1Story,8,5,2008,2008,Gd,TA,1254,GasA,Y,SBrkr,1254,0,1254,3,810,2009,WD ,"221,800","1,254","2,508",0.5,8.23,$176.87 ,$88.44 
830,"$906,392,070.00 ",20,7314,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,2007,2007,Gd,TA,1232,GasA,Y,SBrkr,1232,0,1232,2,632,2009,WD ,"194,500","1,232","2,464",0.5,5.94,$157.87 ,$78.94 
831,"$906,392,110.00 ",20,11645,Lvl,AllPub,CollgCr,1Fam,1Story,8,5,2005,2006,Ex,TA,1498,GasA,Y,SBrkr,1498,0,1498,3,844,2009,WD ,"237,000","1,498","2,996",0.5,7.77,$158.21 ,$79.11 
832,"$906,392,130.00 ",60,11646,Lvl,AllPub,CollgCr,1Fam,2Story,6,5,2005,2006,Gd,TA,704,GasA,Y,SBrkr,704,718,1422,2,440,2009,WD ,"173,000","1,422","2,126",0.668861712,8.19,$121.66 ,$81.37 
833,"$906,402,060.00 ",80,12800,Low,AllPub,SawyerW,1Fam,SLvl,7,5,1989,1989,Gd,TA,1518,GasA,Y,SBrkr,1644,0,1644,2,569,2009,WD ,"275,000","1,644","3,162",0.519924099,7.79,$167.27 ,$86.97 
834,"$906,426,210.00 ",60,16698,HLS,AllPub,ClearCr,1Fam,2Story,7,5,1992,1993,Gd,TA,1449,GasA,Y,SBrkr,944,815,1759,2,525,2009,WD ,"233,500","1,759","3,208",0.548316708,9.49,$132.75 ,$72.79 
836,"$907,126,010.00 ",20,12464,Low,AllPub,CollgCr,1Fam,1Story,5,5,1996,1996,Gd,TA,1040,GasA,Y,SBrkr,1040,0,1040,2,576,2009,WD ,"152,000","1,040","2,080",0.5,11.98,$146.15 ,$73.08 
837,"$907,126,050.00 ",20,9757,Low,AllPub,CollgCr,1Fam,1Story,5,7,1994,1994,TA,TA,990,GasA,Y,SBrkr,990,0,990,1,440,2009,WD ,"143,000",990,"1,980",0.5,9.86,$144.44 ,$72.22 
838,"$907,130,100.00 ",60,15426,Lvl,AllPub,CollgCr,1Fam,2Story,6,5,1997,1997,Gd,TA,928,GasA,Y,SBrkr,928,836,1764,2,470,2009,WD ,"231,500","1,764","2,692",0.655274889,8.74,$131.24 ,$86.00 
839,"$907,131,090.00 ",60,10667,Lvl,AllPub,CollgCr,1Fam,2Story,7,6,1996,1996,Gd,TA,799,GasA,Y,SBrkr,827,834,1661,2,550,2009,ConLw,"212,000","1,661","2,460",0.675203252,6.42,$127.63 ,$86.18 
840,"$907,131,190.00 ",20,14753,Low,AllPub,CollgCr,1Fam,1Story,7,5,1998,1998,Gd,TA,1463,GasA,Y,SBrkr,1463,0,1463,2,539,2009,WD ,"207,000","1,463","2,926",0.5,10.08,$141.49 ,$70.75 
841,"$907,135,040.00 ",20,10859,Lvl,AllPub,CollgCr,1Fam,1Story,5,5,1994,1995,Gd,TA,1097,GasA,Y,SBrkr,1097,0,1097,2,672,2009,WD ,"145,000","1,097","2,194",0.5,9.9,$132.18 ,$66.09 
842,"$907,135,170.00 ",20,8072,Lvl,AllPub,CollgCr,1Fam,1Story,5,5,1994,1995,Gd,Gd,990,GasA,Y,SBrkr,990,0,990,2,480,2009,WD ,"138,000",990,"1,980",0.5,8.15,$139.39 ,$69.70 
843,"$907,175,100.00 ",60,10400,Lvl,AllPub,CollgCr,1Fam,2Story,7,5,1998,1998,Gd,TA,866,GasA,Y,SBrkr,866,913,1779,2,546,2009,WD ,"197,900","1,779","2,645",0.672589792,5.85,$111.24 ,$74.82 
844,"$907,180,130.00 ",20,10335,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,1999,1999,Gd,TA,1490,GasA,Y,SBrkr,1501,0,1501,2,577,2009,WD ,"204,000","1,501","2,991",0.50183885,6.89,$135.91 ,$68.20 
845,"$907,181,100.00 ",20,9017,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,1999,1999,Gd,TA,1431,GasA,Y,SBrkr,1431,0,1431,2,666,2009,WD ,"192,000","1,431","2,862",0.5,6.3,$134.17 ,$67.09 
846,"$907,185,050.00 ",60,8750,Lvl,AllPub,CollgCr,1Fam,2Story,6,5,1998,1998,Gd,TA,928,GasA,Y,SBrkr,928,844,1772,2,492,2009,WD ,"200,000","1,772","2,700",0.656296296,4.94,$112.87 ,$74.07 
847,"$907,192,030.00 ",60,8935,Lvl,AllPub,CollgCr,1Fam,2Story,7,5,2002,2002,Gd,TA,831,GasA,Y,SBrkr,831,829,1660,2,493,2009,WD ,"195,000","1,660","2,491",0.666399037,5.38,$117.47 ,$78.28 
848,"$907,192,090.00 ",20,9808,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,2002,2002,Gd,TA,1573,GasA,Y,SBrkr,1573,0,1573,2,544,2009,WD ,"227,000","1,573","3,146",0.5,6.24,$144.31 ,$72.16 
849,"$907,194,010.00 ",60,12420,Lvl,AllPub,CollgCr,1Fam,2Story,7,5,2001,2001,Gd,TA,944,GasA,Y,SBrkr,944,896,1840,2,622,2009,WD ,"230,000","1,840","2,784",0.66091954,6.75,$125.00 ,$82.61 
850,"$907,194,110.00 ",20,16285,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,2001,2002,Gd,TA,1413,GasA,Y,SBrkr,1430,0,1430,2,605,2009,WD ,"187,100","1,430","2,843",0.5029898,11.39,$130.84 ,$65.81 
851,"$907,194,160.00 ",20,10739,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,2002,2001,Gd,TA,1431,GasA,Y,SBrkr,1444,0,1444,2,577,2009,WD ,"203,000","1,444","2,875",0.50226087,7.44,$140.58 ,$70.61 
853,"$907,200,230.00 ",20,8430,HLS,AllPub,CollgCr,1Fam,1Story,5,5,1978,1978,Gd,TA,1040,GasA,Y,SBrkr,1040,0,1040,0,0,2009,WD ,"124,000","1,040","2,080",0.5,8.11,$119.23 ,$59.62 
854,"$907,201,220.00 ",20,16269,Lvl,AllPub,CollgCr,1Fam,1Story,5,5,1978,1978,Gd,TA,907,GasA,Y,SBrkr,907,0,907,1,343,2009,WD ,"140,000",907,"1,814",0.5,17.94,$154.36 ,$77.18 
855,"$907,201,280.00 ",20,6950,Lvl,AllPub,CollgCr,1Fam,1Story,5,7,1979,1979,TA,TA,914,GasA,Y,SBrkr,914,0,914,2,444,2009,WD ,"134,900",914,"1,828",0.5,7.6,$147.59 ,$73.80 
856,"$907,202,050.00 ",20,8800,Lvl,AllPub,CollgCr,1Fam,1Story,5,7,1977,2008,Gd,TA,1040,GasA,Y,SBrkr,1040,0,1040,2,484,2009,WD ,"150,500","1,040","2,080",0.5,8.46,$144.71 ,$72.36 
857,"$907,202,080.00 ",20,7000,Lvl,AllPub,CollgCr,1Fam,1Story,5,8,1978,2005,TA,TA,864,GasA,Y,SBrkr,864,0,864,1,336,2009,WD ,"136,500",864,"1,728",0.5,8.1,$157.99 ,$78.99 
858,"$907,202,130.00 ",20,9286,Lvl,AllPub,CollgCr,1Fam,1Story,5,7,1977,1989,Gd,Gd,1268,GasA,Y,SBrkr,1268,0,1268,1,252,2009,WD ,"143,500","1,268","2,536",0.5,7.32,$113.17 ,$56.59 
859,"$907,227,030.00 ",20,15523,Lvl,AllPub,CollgCr,1Fam,1Story,5,6,1972,1972,TA,TA,864,GasA,Y,SBrkr,864,0,864,1,338,2009,WD ,"133,500",864,"1,728",0.5,17.97,$154.51 ,$77.26 
860,"$907,227,080.00 ",20,7200,Low,AllPub,CollgCr,1Fam,1Story,5,5,1972,1972,TA,TA,894,GasA,Y,SBrkr,894,0,894,2,600,2009,WD ,"123,000",894,"1,788",0.5,8.05,$137.58 ,$68.79 
861,"$907,227,110.00 ",85,7200,Lvl,AllPub,CollgCr,1Fam,SFoyer,5,8,1972,2003,Gd,TA,768,GasA,Y,SBrkr,768,0,768,1,396,2009,WD ,"133,900",768,"1,536",0.5,9.38,$174.35 ,$87.17 
862,"$907,227,290.00 ",85,8445,Lvl,AllPub,CollgCr,1Fam,SFoyer,5,7,1972,2007,Gd,TA,768,GasA,Y,SBrkr,768,0,768,2,396,2009,WD ,"133,000",768,"1,536",0.5,11,$173.18 ,$86.59 
863,"$907,250,070.00 ",20,11664,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,2002,2002,Gd,TA,1569,GasA,Y,SBrkr,1611,0,1611,3,1231,2009,WD ,"250,000","1,611","3,180",0.506603774,7.24,$155.18 ,$78.62 
864,"$907,252,060.00 ",60,12334,Lvl,AllPub,CollgCr,1Fam,2Story,8,5,2003,2003,Gd,TA,1068,GasA,Y,SBrkr,1068,1116,2184,2,570,2009,WD ,"254,750","2,184","3,252",0.671586716,5.65,$116.64 ,$78.34 
865,"$907,252,210.00 ",20,11838,Lvl,AllPub,CollgCr,1Fam,1Story,8,5,2001,2001,Gd,TA,1753,GasA,Y,SBrkr,1788,0,1788,2,522,2009,WD ,"236,500","1,788","3,541",0.504942107,6.62,$132.27 ,$66.79 
866,"$907,252,220.00 ",60,11885,Lvl,AllPub,CollgCr,1Fam,2Story,8,5,2001,2001,Gd,TA,1299,GasA,Y,SBrkr,1299,573,1872,2,531,2009,WD ,"261,500","1,872","3,171",0.590350047,6.35,$139.69 ,$82.47 
867,"$907,253,130.00 ",60,11050,Lvl,AllPub,CollgCr,1Fam,2Story,9,5,2000,2000,Ex,TA,1440,GasA,Y,SBrkr,1476,677,2153,3,736,2009,WD ,"313,000","2,153","3,593",0.599220707,5.13,$145.38 ,$87.11 
868,"$907,260,030.00 ",60,8749,Lvl,AllPub,CollgCr,1Fam,2Story,7,5,2002,2002,Gd,TA,840,GasA,Y,SBrkr,840,885,1725,2,550,2009,WD ,"198,500","1,725","2,565",0.67251462,5.07,$115.07 ,$77.39 
869,"$907,265,010.00 ",60,11250,Lvl,AllPub,CollgCr,1Fam,2Story,7,5,2001,2001,Gd,TA,944,GasA,Y,SBrkr,944,926,1870,2,608,2009,WD ,"211,000","1,870","2,814",0.664534471,6.02,$112.83 ,$74.98 
870,"$907,275,010.00 ",20,15750,Lvl,AllPub,CollgCr,1Fam,1Story,8,5,1999,2000,Gd,TA,1462,GasA,Y,SBrkr,1513,0,1513,2,521,2009,WD ,"220,000","1,513","2,975",0.508571429,10.41,$145.41 ,$73.95 
871,"$907,275,090.00 ",20,11883,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,1996,1996,Gd,TA,1504,GasA,Y,SBrkr,1504,0,1504,2,478,2009,WD ,"203,000","1,504","3,008",0.5,7.9,$134.97 ,$67.49 
872,"$907,275,140.00 ",20,12782,Lvl,AllPub,CollgCr,1Fam,1Story,8,5,2002,2003,Ex,TA,1822,GasA,Y,SBrkr,1828,0,1828,2,523,2009,WD ,"279,500","1,828","3,650",0.500821918,6.99,$152.90 ,$76.58 
873,"$907,280,170.00 ",20,8750,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,1997,1998,Gd,TA,1417,GasA,Y,SBrkr,1417,0,1417,2,511,2009,WD ,"210,000","1,417","2,834",0.5,6.18,$148.20 ,$74.10 
874,"$907,285,020.00 ",60,9375,Lvl,AllPub,CollgCr,1Fam,2Story,7,5,1997,1998,Gd,TA,1057,GasA,Y,SBrkr,1057,977,2034,2,645,2009,WD ,"219,500","2,034","3,091",0.658039469,4.61,$107.92 ,$71.01 
875,"$907,285,050.00 ",60,8750,Lvl,AllPub,CollgCr,1Fam,2Story,7,5,1996,1996,Gd,TA,880,GasA,Y,SBrkr,909,807,1716,2,512,2009,WD ,"191,000","1,716","2,596",0.661016949,5.1,$111.31 ,$73.57 
876,"$907,290,070.00 ",20,9100,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,2001,2001,Gd,TA,1212,GasA,Y,SBrkr,1212,0,1212,2,573,2009,WD ,"178,000","1,212","2,424",0.5,7.51,$146.86 ,$73.43 
877,"$907,290,090.00 ",20,9750,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,2000,2001,Gd,TA,1630,GasA,Y,SBrkr,1630,0,1630,2,451,2009,WD ,"213,000","1,630","3,260",0.5,5.98,$130.67 ,$65.34 
880,"$907,410,130.00 ",20,10200,Lvl,AllPub,CollgCr,1Fam,1Story,8,5,2007,2007,Gd,TA,1578,GasA,Y,SBrkr,1602,0,1602,3,810,2009,WD ,"293,200","1,602","3,180",0.503773585,6.37,$183.02 ,$92.20 
881,"$907,412,020.00 ",60,9313,Lvl,AllPub,CollgCr,1Fam,2Story,7,5,2004,2004,Gd,TA,864,GasA,Y,SBrkr,864,864,1728,2,572,2009,WD ,"190,000","1,728","2,592",0.666666667,5.39,$109.95 ,$73.30 
882,"$907,414,020.00 ",20,8487,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,2004,2004,Gd,TA,1500,GasA,Y,SBrkr,1500,0,1500,2,570,2009,WD ,"190,000","1,500","3,000",0.5,5.66,$126.67 ,$63.33 
883,"$907,414,080.00 ",60,8633,Lvl,AllPub,CollgCr,1Fam,2Story,6,5,2005,2005,Gd,TA,738,GasA,Y,SBrkr,738,738,1476,2,540,2009,WD ,"173,500","1,476","2,214",0.666666667,5.85,$117.55 ,$78.36 
884,"$907,420,040.00 ",60,11069,Lvl,AllPub,CollgCr,1Fam,2Story,6,5,2007,2007,Gd,TA,608,GasA,Y,SBrkr,608,788,1396,2,440,2009,WD ,"170,000","1,396","2,004",0.696606786,7.93,$121.78 ,$84.83 
885,"$908,102,050.00 ",20,8777,Lvl,AllPub,Edwards,1Fam,1Story,4,5,1949,2003,NA,NA,0,GasA,Y,SBrkr,1126,0,1126,2,520,2009,WD ,"108,000","1,126","1,126",1,7.79,$95.91 ,$95.91 
